"host_is_superhost"	"host_identity_verified"	"bathrooms"	"bedrooms"	"beds"	"Private room"	"Entire home/apt"	"Shared room"	"Real Bed"	"Pull-out Sofa"	"Futon"	"Airbed"	"Couch"	"price"
0	1	1	2	3	0	1	0	1	0	0	0	0	400
0	1	1	1	1	1	0	0	1	0	0	0	0	40
0	0	1	1	1	1	0	0	1	0	0	0	0	60
0	1	1	1	1	1	0	0	1	0	0	0	0	55
0	1	1	1	1	1	0	0	1	0	0	0	0	44
0	1	1	1	1	0	1	0	1	0	0	0	0	200
0	1	1	1	2	0	1	0	1	0	0	0	0	90
0	0	1	1	1	1	0	0	1	0	0	0	0	139
0	0	2	2	2	0	1	0	1	0	0	0	0	250
0	0	1	1	2	0	1	0	1	0	0	0	0	100
0	1	1	1	2	0	1	0	1	0	0	0	0	133
0	1	1	1	1	1	0	0	1	0	0	0	0	120
0	1	1	1	1	0	1	0	1	0	0	0	0	100
0	1	1	1	1	1	0	0	1	0	0	0	0	70
0	1	2	3	5	0	1	0	1	0	0	0	0	200
0	0	1	1	1	1	0	0	1	0	0	0	0	89
0	0	1	1	1	1	0	0	1	0	0	0	0	75
0	0	1	1	1	0	1	0	1	0	0	0	0	200
0	1	1	1	1	1	0	0	1	0	0	0	0	65
1	1	1	1	2	0	1	0	1	0	0	0	0	110
0	1	2	1	1	1	0	0	1	0	0	0	0	55
0	0	1	1	1	1	0	0	1	0	0	0	0	75
0	1	1	1	1	1	0	0	1	0	0	0	0	59
0	0	2	2	2	0	1	0	1	0	0	0	0	200
0	1	1.5	1	1	1	0	0	1	0	0	0	0	85
0	0	1	1	1	1	0	0	1	0	0	0	0	85
0	0	1	2	2	0	1	0	1	0	0	0	0	158
0	1	1.5	1	1	1	0	0	1	0	0	0	0	35
0	1	1	1	3	0	1	0	1	0	0	0	0	225
0	0.5	1	1	1	1	0	0	1	0	0	0	0	45
0	0	1	1	1	0	1	0	1	0	0	0	0	150
0	1	1	1	1	0	1	0	1	0	0	0	0	140
0	0	1	1	1	0	1	0	1	0	0	0	0	75
0	0	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	1	1	0	0	1	0	0	0	0	60
0	1	2.5	4	4	0	1	0	1	0	0	0	0	500
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	1	1	0	0	1	0	0	0	0	109
0	1	1	1	1	1	0	0	1	0	0	0	0	60
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	1	1	0	0	1	0	0	0	0	40
0	0	1	1	1	0	1	0	1	0	0	0	0	101
0	0	1	1	1	1	0	0	1	0	0	0	0	99
0	0	1.5	1	1	1	0	0	1	0	0	0	0	95
0	1	1	2	2	0	1	0	1	0	0	0	0	299
0	1	1	1	1	1	0	0	1	0	0	0	0	79
0	1	1	1	1	1	0	0	1	0	0	0	0	52
0	1	1	1	1	0	1	0	1	0	0	0	0	95
0	1	1.5	2	2	0	1	0	1	0	0	0	0	295
0	0	1	1	1	1	0	0	1	0	0	0	0	65
0	0	1	1	1	0	1	0	1	0	0	0	0	215
0	1	1	1	1	0	1	0	1	0	0	0	0	450
0	1	1	2	3	0	1	0	1	0	0	0	0	95
0	0	1	2	2	0	1	0	1	0	0	0	0	220
0	1	1.5	2	3	0	1	0	1	0	0	0	0	355
0	1	1	2	3	0	1	0	1	0	0	0	0	297
0	0	1	1	1	0	1	0	1	0	0	0	0	133
0	1	1	1	1	1	0	0	1	0	0	0	0	100
0	0	1	1	1	1	0	0	1	0	0	0	0	250
0	0	1	1	1	1	0	0	1	0	0	0	0	65
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	2	0	1	0	1	0	0	0	0	125
0	0	1	1	1	0	1	0	1	0	0	0	0	142
0	0	2	1	1	1	0	0	1	0	0	0	0	45
0	1	1	2	2	0	1	0	1	0	0	0	0	229
0	1	1	1	1	1	0	0	1	0	0	0	0	63
0	0	1	3	3	0	1	0	1	0	0	0	0	185
0	0	1	2	2	0	1	0	1	0	0	0	0	175
0	0	1	1	1	0	1	0	1	0	0	0	0	133
0	1	1	1	1	1	0	0	1	0	0	0	0	80
0	1	1	1	1	0	1	0	1	0	0	0	0	90
0	0	2	3	3	0	1	0	1	0	0	0	0	180
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	0	1	1	1	1	0	0	1	0	0	0	0	49
0	1	1	2	2	0	1	0	1	0	0	0	0	100
0	0	1	1	1	1	0	0	1	0	0	0	0	26
0	1	1	1	2	0	1	0	1	0	0	0	0	100
0	1	1	2	1	1	0	0	1	0	0	0	0	90
0	1	1	1	1	1	0	0	1	0	0	0	0	89
0	0	1	1	1	1	0	0	1	0	0	0	0	35
0	0	1	1	1	1	0	0	1	0	0	0	0	66
0	1	1	1	1	1	0	0	1	0	0	0	0	46
0	1	2	2	6	0	1	0	1	0	0	0	0	275
0	1	1	1	1	1	0	0	0	0	0	1	0	89
0	1	1	3	4	0	1	0	1	0	0	0	0	250
0	1	2	1	2	0	1	0	1	0	0	0	0	175
0	0	1	2	2	0	1	0	1	0	0	0	0	133
0	0	1	2	3	0	1	0	1	0	0	0	0	150
0	0	1	1	1	0	1	0	1	0	0	0	0	142
0	0	1	1	2	0	1	0	1	0	0	0	0	95
0	0	1	2	3	0	1	0	1	0	0	0	0	165
0	1	1	1	1	0	1	0	1	0	0	0	0	150
0	1	2	1	1	1	0	0	1	0	0	0	0	99
0	0	1	1	1	0	1	0	1	0	0	0	0	133
0	1	1	1	1	0	1	0	1	0	0	0	0	190
0	1	0.5	1	1	1	0	0	1	0	0	0	0	60
0	0	1	2	3	0	1	0	1	0	0	0	0	165
0	1	1	1	1	0	1	0	1	0	0	0	0	150
0	1	1	1	2	0	1	0	1	0	0	0	0	119
0	1	1	1	1	1	0	0	1	0	0	0	0	99
0	1	1	1	1	0	1	0	1	0	0	0	0	229
0	0	1	2	3	0	1	0	1	0	0	0	0	350
0	1	1	1	1	1	0	0	1	0	0	0	0	85
0	0	1.5	1	1	1	0	0	1	0	0	0	0	30
0	0	1	2	2	0	1	0	1	0	0	0	0	150
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	2	0	1	0	1	0	0	0	0	200
0	1	1	1	1	0	1	0	1	0	0	0	0	172
0	1	1	2	3	0	1	0	1	0	0	0	0	250
0	0	1	1	1	0	1	0	1	0	0	0	0	133
0	0	1	1	1	0	1	0	1	0	0	0	0	120
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	2	0	1	0	1	0	0	0	0	180
0	1	1	1	1	1	0	0	1	0	0	0	0	38
0	1	1	1	1	0	1	0	1	0	0	0	0	145
0	1	2	1	2	0	1	0	1	0	0	0	0	120
0	0	1	1	1	0	1	0	1	0	0	0	0	117
0	1	1	1	1	0	1	0	1	0	0	0	0	70
0	1	1	2	2	0	1	0	1	0	0	0	0	115
1	1	1	1	2	0	1	0	1	0	0	0	0	140
0	0	1	1	1	1	0	0	1	0	0	0	0	45
0	0	1	1	1	0	1	0	1	0	0	0	0	125
0	1	1	1	1	1	0	0	1	0	0	0	0	46
0	1	1.5	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	1	0	1	0	1	0	0	0	0	150
0	0	1	1	1	1	0	0	1	0	0	0	0	95
1	1	2	3	3	0	1	0	1	0	0	0	0	250
0	0	1	2	2	0	1	0	1	0	0	0	0	159
0	0	1	1	1	0	1	0	1	0	0	0	0	220
0	0	1	2	2	0	1	0	1	0	0	0	0	159
0	1	2	1	1	1	0	0	1	0	0	0	0	45
0	1	1	1	1	1	0	0	1	0	0	0	0	40
0	0	1	1	1	0	0	1	1	0	0	0	0	360
0	1	1	1	1	0	1	0	1	0	0	0	0	95
0	1	1	1	1	0	1	0	1	0	0	0	0	62
0	1	1	1	3	0	1	0	1	0	0	0	0	150
1	1	3.5	3	4	0	1	0	1	0	0	0	0	495
0	1	2	4	1	1	0	0	1	0	0	0	0	80
0	1	1	1	1	1	0	0	1	0	0	0	0	55
0	0	1	1	1	1	0	0	1	0	0	0	0	60
0	0	1	1	1	0	1	0	1	0	0	0	0	142
0	0	1	1	1	0	1	0	1	0	0	0	0	125
0	0	1	1	1	0	1	0	1	0	0	0	0	133
0	1	1	2	2	0	1	0	1	0	0	0	0	85
0	1	1	1	1	0	1	0	1	0	0	0	0	176
0	0	1	1	1	0	1	0	1	0	0	0	0	125
0	0	1	2	2	0	1	0	1	0	0	0	0	159
0	1	1	2	2	0	1	0	1	0	0	0	0	110
0	0	1	2	3	0	1	0	1	0	0	0	0	150
0	1	2.5	4	5	0	1	0	1	0	0	0	0	200
0	1	1	1	1	0	1	0	1	0	0	0	0	148
0	0	1	2	2	0	1	0	1	0	0	0	0	165
0	0	2	1	1	1	0	0	1	0	0	0	0	45
0	0	2	1	1	1	0	0	1	0	0	0	0	45
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	0	1	1	2	0	1	0	1	0	0	0	0	400
0	1	1	1	1	0	1	0	1	0	0	0	0	100
0	0	1	1	1	1	0	0	1	0	0	0	0	65
0	1	1	1	1	0	1	0	1	0	0	0	0	95
0	1	1	1	1	0	1	0	1	0	0	0	0	152
0	1	2.5	3	4	0	1	0	1	0	0	0	0	490
0	1	1	2	2	0	1	0	1	0	0	0	0	250
1	1	2.5	3	4	0	1	0	1	0	0	0	0	450
0	1	1	1	2	0	1	0	1	0	0	0	0	199
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	2	3	2	0	1	0	1	0	0	0	0	145
0	0	1.5	1	1	1	0	0	0	0	0	1	0	96
0	1	1	1	1	0	1	0	1	0	0	0	0	165
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	0	1	2	2	0	1	0	1	0	0	0	0	165
0	1	1	1	1	0	1	0	1	0	0	0	0	200
0	0	1	1	1	1	0	0	1	0	0	0	0	122
0	1	1	2	4	0	1	0	1	0	0	0	0	400
1	1	2.5	1	1	1	0	0	1	0	0	0	0	54
1	1	2.5	1	1	1	0	0	1	0	0	0	0	54
1	1	2.5	1	1	1	0	0	1	0	0	0	0	54
0	1	1	1	2	1	0	0	1	0	0	0	0	250
0	1	1	2	2	0	1	0	1	0	0	0	0	120
0	0	1	1	1	1	0	0	1	0	0	0	0	75
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	1	1	1	1	1	0	0	1	0	0	0	0	60
0	0	1	1	1	0	1	0	1	0	0	0	0	130
0	1	1	1	1	0	1	0	1	0	0	0	0	135
0	0	1	1	1	1	0	0	1	0	0	0	0	86
0	1	2	1	1	1	0	0	1	0	0	0	0	70
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	1	1	1	1	0	1	0	1	0	0	0	0	100
0	1	1	2	2	0	1	0	1	0	0	0	0	130
0	1	1	1	1	1	0	0	1	0	0	0	0	35
0	1	1	2	1	0	1	0	1	0	0	0	0	100
0	1	1.5	1	1	1	0	0	1	0	0	0	0	60
0	0	1	1	1	0	1	0	1	0	0	0	0	133
0	0	1	1	1	1	0	0	1	0	0	0	0	112
0	0	1	1	1	0	1	0	1	0	0	0	0	142
0	0	1	4	4	0	1	0	1	0	0	0	0	165
0	0	1	1	1	0	1	0	1	0	0	0	0	200
0	1	1	2	1	0	1	0	1	0	0	0	0	425
0	1	1	1	2	0	1	0	1	0	0	0	0	110
0	1	1	1	1	1	0	0	1	0	0	0	0	40
0	0	1	1	1	1	0	0	1	0	0	0	0	65
0	0	1	1	3	0	1	0	1	0	0	0	0	95
0	1	1	1	1	1	0	0	1	0	0	0	0	100
0	1	1	1	3	0	1	0	1	0	0	0	0	140
0	1	1	1	1	0	1	0	1	0	0	0	0	150
0	1	1	1	1	1	0	0	1	0	0	0	0	74
0	1	1	2	2	0	1	0	1	0	0	0	0	175
0	1	2	2	3	0	1	0	1	0	0	0	0	275
0	1	1	1	1	0	1	0	1	0	0	0	0	110
0	1	1	1	1	1	0	0	1	0	0	0	0	69
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	1	1	0	0	1	0	0	0	0	85
0	0	1	1	1	1	0	0	1	0	0	0	0	110
0	0	1	1	1	0	1	0	1	0	0	0	0	142
0	0	1	1	1	1	0	0	1	0	0	0	0	75
0	1	1	1	1	0	1	0	1	0	0	0	0	133
0	0	1	1	1	1	0	0	1	0	0	0	0	79
0	0	1	1	1	0	1	0	1	0	0	0	0	80
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	2	0	1	0	1	0	0	0	0	159
0	1	1	2	2	0	1	0	1	0	0	0	0	140
0	1	1	1	1	1	0	0	1	0	0	0	0	75
0	0	1	1	1	0	1	0	1	0	0	0	0	195
0	1	1	2	2	0	1	0	1	0	0	0	0	245
0	0	1	1	2	1	0	0	1	0	0	0	0	55
0	0	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	1	0	1	0	1	0	0	0	0	92
0	1	1	1	1	1	0	0	1	0	0	0	0	105
0	1	1	1	2	1	0	0	1	0	0	0	0	89
0	1	1	5	5	0	1	0	1	0	0	0	0	348
0	1	1	1	1	0	1	0	1	0	0	0	0	100
0	1	1	2	2	0	1	0	1	0	0	0	0	200
0	0	1	1	1	1	0	0	1	0	0	0	0	62
0	1	1	1	1	1	0	0	1	0	0	0	0	70
0	1	1	1	1	1	0	0	1	0	0	0	0	60
0	1	1	1	2	0	1	0	1	0	0	0	0	160
0	0	1	1	6	0	0	1	1	0	0	0	0	45
0	1	1	1	1	1	0	0	1	0	0	0	0	60
0	1	1	1	1	1	0	0	1	0	0	0	0	95
1	1	1	1	1	1	0	0	0	1	0	0	0	150
0	1	1	1	3	0	1	0	1	0	0	0	0	200
0	0	1	1	1	1	0	0	1	0	0	0	0	160
0	0	1	2	3	0	1	0	1	0	0	0	0	150
0	1	1	1	1	1	0	0	1	0	0	0	0	35
0	1	1	2	2	0	1	0	1	0	0	0	0	170
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	0	1	1	1	1	0	0	1	0	0	0	0	60
0	1	1.5	1	1	1	0	0	1	0	0	0	0	85
0	1	1	1	1	0	1	0	1	0	0	0	0	110
0	1	1	1	1	1	0	0	1	0	0	0	0	60
0	1	1	2	2	0	1	0	1	0	0	0	0	250
0	1	1	1	2	1	0	0	1	0	0	0	0	95
0	0	1	1	1	1	0	0	1	0	0	0	0	69
0	0	1	1	1	0	1	0	1	0	0	0	0	180
0	1	1	2	3	1	0	0	1	0	0	0	0	40
0	1	1	1	1	1	0	0	1	0	0	0	0	85
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	1	1	1	1	1	0	0	1	0	0	0	0	55
0	0	1	1	2	0	1	0	1	0	0	0	0	125
0	1	1	1	1	0	1	0	1	0	0	0	0	179
0	1	1	1	1	1	0	0	1	0	0	0	0	75
0	1	1.5	1	1	1	0	0	1	0	0	0	0	76
0	0	1	1	1	1	0	0	1	0	0	0	0	40
0	1	1	1	1	1	0	0	1	0	0	0	0	45
0	1	1	1	1	0	1	0	1	0	0	0	0	90
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	1	1	2	5	0	1	0	1	0	0	0	0	150
0	1	1	1	1	0	1	0	1	0	0	0	0	160
0	1	1	1	2	0	1	0	1	0	0	0	0	250
0	0	1	1	1	0	1	0	1	0	0	0	0	106
1	1	1	1	1	0	1	0	1	0	0	0	0	95
0	1	1	1	1	1	0	0	1	0	0	0	0	69
0	1	1	1	1	0	1	0	1	0	0	0	0	75
0	1	2	2	3	0	1	0	1	0	0	0	0	225
0	1	1	1	1	1	0	0	1	0	0	0	0	50
1	0	1	1	2	0	1	0	1	0	0	0	0	199
0	1	1	1	1	1	0	0	1	0	0	0	0	49
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	1	0	1	0	1	0	0	0	0	100
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	2	1	0	0	1	0	0	0	0	80
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	1	1	0	0	1	0	0	0	0	60
0	1	1	1	1	0	1	0	1	0	0	0	0	159
0	1	1	1	1	1	0	0	1	0	0	0	0	70
0	0	2	2	3	0	1	0	1	0	0	0	0	369
0	1	1	1	1	1	0	0	1	0	0	0	0	120
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	2	0	1	0	1	0	0	0	0	200
0	1	1	1	2	0	0	1	1	0	0	0	0	100
0	1	1	1	1	1	0	0	1	0	0	0	0	80
0	1	1	1	1	0	1	0	1	0	0	0	0	140
0	1	2	1	1	1	0	0	1	0	0	0	0	49
0	1	1	2	2	0	1	0	1	0	0	0	0	180
0	1	1	1	1	1	0	0	1	0	0	0	0	70
0	0	1	1	1	1	0	0	1	0	0	0	0	44
0	1	2	2	3	0	1	0	1	0	0	0	0	350
0	1	2.5	4	7	0	1	0	1	0	0	0	0	223
0	1	1	1	2	1	0	0	1	0	0	0	0	71
0	1	1	1	2	1	0	0	1	0	0	0	0	97
0	1	1.5	1	1	1	0	0	1	0	0	0	0	75
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	1	1	1	1	1	0	0	1	0	0	0	0	100
1	0	2	1	1	1	0	0	1	0	0	0	0	73
1	0	2	3	4	0	1	0	1	0	0	0	0	219
0	0	1	1	1	0	1	0	1	0	0	0	0	90
1	1	1	1	1	1	0	0	1	0	0	0	0	175
0	1	1	1	1	1	0	0	1	0	0	0	0	75
0	0	1	1	1	0	1	0	1	0	0	0	0	80
0	1	1	1	1	0	1	0	1	0	0	0	0	125
0	0	1	1	1	1	0	0	1	0	0	0	0	200
0	1	1	1	1	1	0	0	1	0	0	0	0	45
0	1	1	1	1	0	1	0	1	0	0	0	0	175
0	1	1	1	1	1	0	0	1	0	0	0	0	89
0	1	1	1	1	1	0	0	1	0	0	0	0	500
0	1	1	1	1	0	1	0	1	0	0	0	0	110
0	1	1	1	1	0	1	0	1	0	0	0	0	98
0	1	1.5	1	1	0	0	1	1	0	0	0	0	32
0	1	2	3	3	0	1	0	1	0	0	0	0	380
0	1	1	1	1	1	0	0	1	0	0	0	0	35
0	0	1.5	1	1	1	0	0	1	0	0	0	0	100
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	0	1	1	1	1	0	0	1	0	0	0	0	51
0	0	1	2	2	0	1	0	0	0	0	1	0	200
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	1	0	1	0	1	0	0	0	0	140
0	0	1	1	1	0	1	0	1	0	0	0	0	239
0	1	1	1	1	1	0	0	1	0	0	0	0	56
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	2	0	1	0	1	0	0	0	0	170
1	1	1	1	1	0	1	0	1	0	0	0	0	169
0	0	1	1	1	1	0	0	1	0	0	0	0	35
0	1	1	1	1	0	1	0	1	0	0	0	0	180
0	1	1	1	1	1	0	0	1	0	0	0	0	55
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	1	1	0	0	1	0	0	0	0	175
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	0	1	1	1	0	1	0	1	0	0	0	0	125
0	1	2.5	2	2	0	1	0	1	0	0	0	0	200
0	1	1	1	1	0	1	0	1	0	0	0	0	81
0	0	1	1	1	1	0	0	1	0	0	0	0	90
0	1	1	1	1	1	0	0	1	0	0	0	0	90
0	1	1	1	1	0	1	0	1	0	0	0	0	165
0	1	2	2	2	0	1	0	1	0	0	0	0	400
0	1	1	1	2	0	1	0	1	0	0	0	0	160
0	1	1.5	1	1	1	0	0	1	0	0	0	0	70
0	0	1	1	1	1	0	0	1	0	0	0	0	65
0	0	2	1	1	1	0	0	1	0	0	0	0	40
0	0	1	1	2	0	1	0	1	0	0	0	0	239
0	1	1	1	2	0	1	0	1	0	0	0	0	129
1	1	1	1	2	0	1	0	1	0	0	0	0	92
0	0	2	2	3	0	1	0	1	0	0	0	0	369
0	0	2	2	3	0	1	0	1	0	0	0	0	369
0	0	1	1	1	1	0	0	1	0	0	0	0	78
0	0	1	1	1	1	0	0	1	0	0	0	0	44
0	1	1	1	1	0	1	0	1	0	0	0	0	160
0	1	1	1	1	0	1	0	1	0	0	0	0	99
0	0	2	2	2	0	1	0	1	0	0	0	0	300
0	1	1	1	1	1	0	0	1	0	0	0	0	98
0	1	1	1	2	0	1	0	1	0	0	0	0	178
0	0	1	1	1	1	0	0	1	0	0	0	0	59
0	1	1	1	1	0	1	0	1	0	0	0	0	268
0	0	1	3	3	0	1	0	1	0	0	0	0	300
0	1	1	1	1	0	1	0	1	0	0	0	0	177
0	1	1	1	1	1	0	0	1	0	0	0	0	60
0	0	3	1	1	1	0	0	1	0	0	0	0	43
0	1	1	1	1	1	0	0	1	0	0	0	0	100
0	1	1.5	1	1	1	0	0	1	0	0	0	0	55
0	1	1	2	2	0	1	0	1	0	0	0	0	175
0	1	2	1	4	1	0	0	1	0	0	0	0	45
0	0	1	1	1	1	0	0	1	0	0	0	0	250
0	1	1	1	1	1	0	0	0	0	1	0	0	45
0	1	1	1	1	1	0	0	1	0	0	0	0	80
0	1	1	2	3	0	1	0	1	0	0	0	0	136
0	1	1	1	3	0	0	1	1	0	0	0	0	500
0	1	1	2	2	0	1	0	1	0	0	0	0	150
0	0	2	3	4	0	1	0	1	0	0	0	0	117
0	1	1	1	1	0	1	0	1	0	0	0	0	91
0	0	1	1	1	1	0	0	1	0	0	0	0	65
0	1	2	1	3	0	1	0	1	0	0	0	0	500
0	0	1	2	3	0	1	0	1	0	0	0	0	150
0	0	1.5	3	3	0	1	0	1	0	0	0	0	200
0	1	1	1	2	1	0	0	1	0	0	0	0	95
0	0	1	1	1	1	0	0	1	0	0	0	0	100
0	1	2	1	1	1	0	0	1	0	0	0	0	75
0	1	1	1	1	1	0	0	1	0	0	0	0	95
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1	1	1	1	0	0	1	0	0	0	0	115
0	1	1	1	2	0	1	0	1	0	0	0	0	225
0	1	2	1	1	1	0	0	1	0	0	0	0	80
0	1	1	1	1	1	0	0	1	0	0	0	0	110
1	1	1	1	1	1	0	0	1	0	0	0	0	49
0	0	2.5	3	4	0	1	0	1	0	0	0	0	299
0	0	1	1	1	1	0	0	1	0	0	0	0	60
0	1	1	1	2	0	1	0	1	0	0	0	0	175
0	1	1	1	1	0	1	0	1	0	0	0	0	115
0	0	1	1	1	1	0	0	1	0	0	0	0	45
0	1	1	1	2	1	0	0	1	0	0	0	0	57
0	1	1	1	1	0	1	0	1	0	0	0	0	120
0	1	1	3	3	0	1	0	1	0	0	0	0	409
0	1	1.5	1	1	1	0	0	1	0	0	0	0	49
0	1	1	1	1	0	1	0	1	0	0	0	0	155
1	1	1	1	1	1	0	0	1	0	0	0	0	54
1	1	1	1	1	1	0	0	1	0	0	0	0	79
0	0	1	1	1	1	0	0	1	0	0	0	0	185
0	0	1	1	1	0	1	0	1	0	0	0	0	60
0	0	1	1	1	0	1	0	1	0	0	0	0	160
0	1	1	1	1	1	0	0	1	0	0	0	0	80
0	1	1	1	1	0	1	0	1	0	0	0	0	200
0	1	1	2	2	0	1	0	1	0	0	0	0	105
0	0	1	1	1	1	0	0	1	0	0	0	0	150
0	0	1	1	1	1	0	0	1	0	0	0	0	65
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	0	1	2	2	0	1	0	1	0	0	0	0	175
0	0	1	1	1	1	0	0	1	0	0	0	0	100
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	1	1.5	1	1	1	0	0	1	0	0	0	0	51
0	1	1.5	1	1	1	0	0	1	0	0	0	0	55
0	1	2	1	1	1	0	0	1	0	0	0	0	85
0	0	1	1	2	0	1	0	1	0	0	0	0	85
0	0	2	2	3	0	1	0	1	0	0	0	0	449
0	1	1	1	1	1	0	0	1	0	0	0	0	35
0	0	2	2	3	0	1	0	1	0	0	0	0	369
0	1	1	1	4	1	0	0	1	0	0	0	0	70
0	1	1	1	1	1	0	0	1	0	0	0	0	65
0	0	0.5	1	1	1	0	0	1	0	0	0	0	35
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	0	1	1	1	1	0	0	1	0	0	0	0	44
0	1	1	1	1	1	0	0	1	0	0	0	0	50
0	0	1	1	1	1	0	0	1	0	0	0	0	78
0	1	1.5	1	1	1	0	0	1	0	0	0	0	49
0	1	2	1	1	1	0	0	1	0	0	0	0	109
0	0	2	1	1	1	0	0	1	0	0	0	0	65
0	0	1	1	1	0	1	0	1	0	0	0	0	100
0	1	1	1	1	1	0	0	1	0	0	0	0	62
0	1	1	1	1	1	0	0	1	0	0	0	0	50
1	1	1	1	1	0	1	0	1	0	0	0	0	225
0	0	1	2	2	0	1	0	1	0	0	0	0	159
0	0	1	1	4	0	1	0	1	0	0	0	0	150
0	1	1	1	1	1	0	0	1	0	0	0	0	29
0	0	1	3	3	0	1	0	1	0	0	0	0	150
0	1	1	1	1	1	0	0	1	0	0	0	0	80
0	1	1	1	1	0	1	0	1	0	0	0	0	250
0	0	1	1	1	0	1	0	1	0	0	0	0	160
0	1	1	1	1	0	1	0	1	0	0	0	0	175
0	1	1	3	3	0	1	0	1	0	0	0	0	150
0	1	1	1	1	0	1	0	1	0	0	0	0	165
0	0	1	1	1	0	1	0	1	0	0	0	0	150
0	1	1	3	4	0	1	0	1	0	0	0	0	159
0	1	1	2	2	0	1	0	1	0	0	0	0	159
1	1	1	1	1	1	0	0	1	0	0	0	0	77
0	1	1	1	1	1	0	0	0	1	0	0	0	49
0	1	1	1	1	1	0	0	1	0	0	0	0	50
1	1	1	1	1	0	1	0	1	0	0	0	0	219
1	1	2	2	2	0	1	0	1	0	0	0	0	96
0	0	1	2	4	1	0	0	1	0	0	0	0	125
0	1	1.5	1	2	1	0	0	1	0	0	0	0	60
0	1	1	1	1	1	0	0	1	0	0	0	0	80
0	1	1	1	1	0	1	0	1	0	0	0	0	80
0	1	1	1	1	1	0	0	1	0	0	0	0	45
0	1	1.5	1	1	1	0	0	1	0	0	0	0	70
0	1	1	1	1	0	1	0	1	0	0	0	0	165
0	1	1	1	1	0	1	0	1	0	0	0	0	112
0	1	1	1	1	0	1	0	1	0	0	0	0	150
0	1	1.5	1	1	1	0	0	1	0	0	0	0	42
0	1	1	1	1	0	1	0	1	0	0	0	0	195
0	1	1	2	2	0	1	0	1	0	0	0	0	194
0	1	1	1	1	1	0	0	1	0	0	0	0	75
0	1	1	1	2	0	1	0	1	0	0	0	0	130
0	1	1	1	2	1	0	0	1	0	0	0	0	70
0	1	1	1	2	0	1	0	1	0	0	0	0	200
0	0	1	1	1	1	0	0	1	0	0	0	0	40
0	1	1.5	2	2	0	1	0	1	0	0	0	0	205
0	0	1	1	2	0	1	0	1	0	0	0	0	49
0	1	1	1	1	0	1	0	1	0	0	0	0	190
0	1	1	1	1	0	1	0	1	0	0	0	0	55
0	1	1	1	1	1	0	0	1	0	0	0	0	33
0	0	1	1	1	0	1	0	1	0	0	0	0	149
0	0	1	1	1	1	0	0	1	0	0	0	0	73
0	0	1	1	1	1	0	0	1	0	0	0	0	70
0	1	1	1	1	1	0	0	1	0	0	0	0	120
0	1	1	2	2	0	1	0	1	0	0	0	0	120
0	1	1	1	1	1	0	0	1	0	0	0	0	100
0	0	1	1	1	1	0	0	1	0	0	0	0	75
0	0	1	1	2	0	1	0	1	0	0	0	0	45
0	1	1	1	1	1	0	0	1	0	0	0	0	65
