"neighbourhood","latitude","longitude","property_type","bathrooms","bedrooms","beds","host_is_superhost","parking","room_type_Entire home/apt","room_type_Private room","room_type_Shared room","Target"
101,40.8331,-73.9400699999999,1,1,1,2,0,0,0,1,0,">  $100"
101,40.73017,-73.98668,1,1,1,1,1,0,1,0,0,">  $100"
18,40.72663,-73.93819,1,1,1,1,0,0,0,1,0,"$50  AND $100"
1,40.7237299999999,-73.97534,1,1,1,1,0,1,0,1,0,"$50  AND $100"
58,40.64245,-73.94603,1,2,1,1,0,0,0,1,0,"$30  AND $50"
80,40.80556,-73.96503,1,1,1,1,0,0,0,1,0,"$30  AND $50"
181,40.70904,-73.94574,12,1,1,1,0,0,1,0,0,">  $100"
111,40.76792,-73.98453,12,1,1,1,0,0,1,0,0,">  $100"
59,40.74329,-73.9834099999999,1,1,1,1,0,0,0,1,0,">  $100"
28,40.71327,-73.99019,1,1,1,1,0,0,0,1,0,"$50  AND $100"
89,40.70541,-73.7503699999999,21,1,1,1,0,0,0,1,0,">  $100"
89,40.70533,-73.7485,21,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.67317,-73.94104,29,1,1,1,1,1,0,1,0,"$50  AND $100"
63,40.72186,-73.85601,1,1,1,1,0,1,0,1,0,"$50  AND $100"
89,40.6528,-73.7362699999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.80206,-73.95949,1,1,1,1,0,0,0,1,0,">  $100"
18,40.5776,-73.96231,21,1,1,1,0,1,0,0,1,">  $100"
18,40.71142,-73.94819,1,1,1,1,0,0,0,1,0,">  $100"
80,40.8251099999999,-73.94031,1,1,2,1,0,1,1,0,0,"$50  AND $100"
18,40.70258,-73.92614,1,1.5,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71198,-73.94807,1,2,1,1,0,0,0,1,0,">  $100"
18,40.69547,-73.91941,1,1,1,1,0,0,0,1,0,"$50  AND $100"
58,40.64376,-73.9461599999999,1,2,1,1,0,0,0,1,0,"$30  AND $50"
10,40.6806599999999,-73.93281,29,1,1,1,0,0,1,0,0,">  $100"
18,40.71462,-73.95278,23,1,1,1,1,0,1,0,0,">  $100"
77,40.6599099999999,-73.9970199999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
136,40.72045,-73.8578199999999,21,1,1,2,0,0,0,1,0,"$30  AND $50"
10,40.68093,-73.94922,1,1,2,2,0,0,0,1,0,"< $30"
56,40.74272,-73.89013,21,1,2,1,0,0,0,1,0,">  $100"
18,40.67071,-73.9792,1,1,1,1,0,0,1,0,0,">  $100"
81,40.76807,-73.98508,1,1,2,2,0,0,1,0,0,">  $100"
22,40.68475,-73.90918,29,1,2,2,0,1,1,0,0,"$50  AND $100"
52,40.72293,-73.98777,1,1,1,2,0,0,1,0,0,">  $100"
58,40.64148,-73.9550199999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.65075,-73.9626699999999,1,1,1,1,0,0,1,0,0,"$50  AND $100"
42,40.66644,-73.94665,17,1,1,2,0,1,1,0,0,">  $100"
115,40.84613,-73.91668,1,1,1,1,0,0,1,0,0,"$30  AND $50"
136,40.74946,-73.93854,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.67105,-73.95451,1,1,1,1,0,1,0,1,0,"$50  AND $100"
81,40.75953,-73.99019,26,1,2,2,0,0,0,1,0,">  $100"
140,40.70393,-73.9085099999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.80467,-73.9405,1,1,1,1,0,0,0,1,0,"$30  AND $50"
42,40.67185,-73.94524,1,1,1,2,0,0,0,1,0,"$50  AND $100"
157,40.88179,-73.83455,1,1,1,2,1,1,0,1,0,"$50  AND $100"
22,40.68712,-73.9153599999999,21,1.5,1,4,0,0,1,0,0,"$50  AND $100"
113,40.6256799999999,-73.94708,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71359,-73.95574,1,1,1,2,0,1,1,0,0,">  $100"
157,40.86723,-73.84285,1,1,2,2,0,0,1,0,0,"$50  AND $100"
22,40.6988099999999,-73.93129,1,1,1,1,0,0,0,1,0,"$50  AND $100"
32,40.6896099999999,-73.96839,1,1,1,1,0,0,1,0,0,">  $100"
128,40.66975,-73.98475,1,2,1,1,0,0,0,1,0,">  $100"
136,40.76622,-73.9289699999999,1,1,1,2,0,0,0,1,0,"$50  AND $100"
101,40.7489099999999,-73.99573,1,1,1,1,0,1,1,0,0,">  $100"
80,40.82915,-73.94453,1,1,1,1,0,0,0,1,0,"$30  AND $50"
75,40.73536,-73.9581,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.82057,-73.9551099999999,1,1,1,2,0,1,0,1,0,"$50  AND $100"
100,40.71727,-73.98634,1,1,1,1,0,0,1,0,0,">  $100"
101,40.75638,-73.98834,1,1,1,1,0,0,1,0,0,">  $100"
136,40.7551799999999,-73.9143,1,1,2,3,0,1,1,0,0,">  $100"
27,40.74285,-74.00196,1,1,1,1,0,1,1,0,0,">  $100"
18,40.68313,-73.92833,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.69451,-73.92213,1,1,2,2,0,1,1,0,0,">  $100"
101,40.74412,-73.99684,1,1,1,2,0,0,1,0,0,">  $100"
111,40.76499,-73.9926699999999,1,1,1,1,0,0,0,1,0,">  $100"
181,40.71285,-73.95558,1,2,1,1,0,0,0,1,0,"$30  AND $50"
114,40.81053,-73.96123,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.75802,-73.92851,1,1,1,1,0,0,0,1,0,"$30  AND $50"
69,40.73772,-73.98758,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71606,-73.9593,1,1,1,1,0,0,0,1,0,"$50  AND $100"
163,40.8476,-73.90594,1,1,1,1,0,0,0,1,0,"$30  AND $50"
111,40.75494,-73.96437,1,1.5,1,1,0,0,0,1,0,">  $100"
100,40.7179,-73.98192,1,1,1,1,0,1,0,1,0,"$50  AND $100"
111,40.76509,-73.99508,26,1,1,1,0,0,1,0,0,">  $100"
168,40.79249,-73.96627,1,1,1,1,0,1,0,1,0,">  $100"
108,40.8243299999999,-73.91619,1,1,2,3,0,0,1,0,0,"$50  AND $100"
111,40.76425,-73.9802,20,2,1,1,0,0,0,1,0,">  $100"
136,40.74325,-73.87832,29,2,1,1,1,0,0,1,0,"$30  AND $50"
82,40.83651,-73.92269,1,1,1,1,0,1,1,0,0,"$50  AND $100"
18,40.68062,-73.90716,1,1,1,2,0,1,0,1,0,"$30  AND $50"
18,40.61203,-74.0018099999999,21,1,1,1,0,0,0,1,0,"$30  AND $50"
58,40.64844,-73.9503199999999,21,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.73386,-73.95294,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.86772,-73.92057,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.7558,-73.99376,1,1,1,1,0,0,1,0,0,">  $100"
111,40.75599,-73.99185,1,1,1,2,0,0,0,1,0,">  $100"
18,40.70061,-73.92869,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.74038,-73.86964,1,1,1,3,0,0,0,0,1,"< $30"
18,40.69126,-73.95285,21,2,2,2,0,0,1,0,0,">  $100"
101,40.72833,-73.99331,1,1,2,3,0,0,1,0,0,">  $100"
75,40.73344,-73.95851,23,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.70138,-73.91556,1,1,2,3,0,0,1,0,0,"$50  AND $100"
136,40.7317599999999,-73.8702,29,1,1,1,0,0,0,1,0,"$30  AND $50"
49,40.65144,-73.94659,21,1,1,1,0,0,0,1,0,"$50  AND $100"
50,40.79737,-73.93499,1,1,1,3,0,0,0,1,0,"$50  AND $100"
181,40.7170799999999,-73.94852,29,1.5,1,1,0,1,1,0,0,">  $100"
75,40.7282,-73.9506,1,1,2,4,0,0,1,0,0,">  $100"
75,40.72615,-73.94592,1,2,1,1,0,0,0,1,0,"$30  AND $50"
181,40.70259,-73.93535,23,1,1,1,0,1,0,1,0,"$30  AND $50"
42,40.67612,-73.9585599999999,1,1,1,1,0,0,1,0,0,"$50  AND $100"
176,40.73934,-74.00146,1,1,1,1,0,0,1,0,0,">  $100"
163,40.85387,-73.89384,1,1,3,9,1,1,1,0,0,">  $100"
100,40.72166,-73.9884199999999,1,1,1,1,0,0,0,1,0,">  $100"
101,40.82823,-73.94971,1,1,1,3,1,1,1,0,0,">  $100"
101,40.8166,-73.9407,1,1,1,2,0,1,0,1,0,"$50  AND $100"
80,40.82503,-73.93767,1,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.78953,-73.9432,1,2,1,1,0,0,0,1,0,"$50  AND $100"
176,40.73318,-74.00473,1,1,1,1,0,0,1,0,0,">  $100"
42,40.67674,-73.93083,1,2.5,3,4,0,1,1,0,0,">  $100"
18,40.71072,-73.96289,1,1,2,2,0,0,1,0,0,">  $100"
183,40.68709,-73.85982,21,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.6800099999999,-73.90547,1,1,1,1,0,0,0,1,0,"$30  AND $50"
111,40.76263,-73.97664,1,1,3,5,0,0,1,0,0,">  $100"
18,40.68364,-73.90748,1,1,1,1,0,0,0,1,0,"$30  AND $50"
156,40.64359,-74.01358,1,1,1,2,0,0,0,1,0,"$30  AND $50"
10,40.68937,-73.94291,1,1,1,1,1,1,0,1,0,"$30  AND $50"
89,40.70472,-73.74865,1,1,2,2,0,1,1,0,0,">  $100"
69,40.73667,-73.98592,23,2,3,3,1,0,1,0,0,">  $100"
173,40.84282,-73.94133,1,1,1,1,1,0,0,1,0,"$30  AND $50"
18,40.68069,-73.94264,1,1,1,1,0,1,0,1,0,">  $100"
50,40.7987599999999,-73.93763,1,1,1,1,0,0,0,1,0,"$30  AND $50"
1,40.7247099999999,-73.9836699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
173,40.83419,-73.94638,1,1,1,2,0,0,1,0,0,">  $100"
136,40.75409,-73.76935,21,1,1,2,0,1,0,1,0,"$30  AND $50"
157,40.80797,-73.92865,1,1,1,1,1,0,0,1,0,"$50  AND $100"
136,40.77122,-73.738,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.7961,-73.94791,1,1,1,1,0,0,0,1,0,">  $100"
101,40.75749,-73.98921,1,1,1,4,0,1,1,0,0,">  $100"
18,40.70214,-73.9451199999999,1,1,2,2,0,1,1,0,0,">  $100"
101,40.79445,-73.93183,1,1.5,1,1,0,0,1,0,0,"$50  AND $100"
101,40.85442,-73.93266,1,1,1,1,0,0,1,0,0,"$50  AND $100"
18,40.68521,-73.95184,21,2,4,4,0,0,1,0,0,"$50  AND $100"
111,40.75636,-73.99675,5,1,1,1,0,0,0,1,0,">  $100"
18,40.6963299999999,-73.93369,1,1,2,2,0,1,1,0,0,"$50  AND $100"
111,40.75504,-73.99716,5,1,1,1,0,0,0,1,0,">  $100"
9,40.86906,-73.88753,21,3,4,5,0,0,1,0,0,">  $100"
18,40.7049,-73.93301,23,1,2,2,0,0,1,0,0,">  $100"
68,40.6676299999999,-73.9919,1,1,2,3,0,0,1,0,0,">  $100"
18,40.64842,-73.92753,21,1,1,1,1,0,1,0,0,"$30  AND $50"
3,40.76923,-73.91855,1,1,1,2,0,1,1,0,0,"$50  AND $100"
12,40.61245,-73.99684,1,1,1,1,0,1,0,1,0,"< $30"
139,40.7078,-73.83634,1,1,1,2,1,1,0,1,0,"$30  AND $50"
80,40.81893,-73.9451199999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.6881,-73.92766,1,1,2,2,1,1,1,0,0,">  $100"
10,40.68803,-73.9260099999999,1,1,1,1,1,1,0,1,0,"$30  AND $50"
176,40.72963,-74.0033,1,1,1,1,0,0,1,0,0,">  $100"
101,40.75412,-73.98601,26,1,2,4,0,1,1,0,0,">  $100"
112,40.75403,-73.9715,26,1,1,1,0,0,0,1,0,">  $100"
167,40.77694,-73.94994,1,2,2,2,0,0,1,0,0,">  $100"
18,40.68306,-73.93104,1,1,2,5,0,0,1,0,0,">  $100"
42,40.67577,-73.92393,1,3,3,3,0,1,1,0,0,">  $100"
18,40.69294,-73.90744,23,1,1,1,0,0,0,1,0,"$30  AND $50"
136,40.74372,-73.92416,1,1,1,1,0,0,1,0,0,">  $100"
28,40.71382,-73.99609,1,1,1,1,1,1,1,0,0,">  $100"
101,40.8429,-73.93858,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.75187,-73.81691,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.81633,-73.96069,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.81369,-73.94996,12,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.69814,-73.92805,29,1,1,1,0,1,0,1,0,"$50  AND $100"
179,40.78236,-73.82092,21,1,1,3,0,1,1,0,0,">  $100"
140,40.7027099999999,-73.90517,1,1,1,2,0,0,1,0,0,"$50  AND $100"
173,40.84562,-73.94031,1,1,1,1,1,1,0,1,0,"$50  AND $100"
101,40.79397,-73.972,1,1,1,3,0,1,0,1,0,"$50  AND $100"
101,40.71494,-74.00676,1,1,1,1,0,0,1,0,0,">  $100"
18,40.70535,-73.9181699999999,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.6827,-73.9914199999999,1,2,3,4,1,1,1,0,0,">  $100"
22,40.68209,-73.9067199999999,1,2.5,1,2,0,0,0,1,0,"$30  AND $50"
101,40.80384,-73.95765,1,2,1,1,0,0,0,1,0,"$50  AND $100"
58,40.63037,-73.95671,1,1,1,1,0,0,0,1,0,"$30  AND $50"
3,40.7679,-73.91764,1,1,2,2,0,0,1,0,0,"$50  AND $100"
18,40.69254,-73.90445,1,2,5,9,0,0,1,0,0,">  $100"
101,40.83919,-73.94585,1,1,1,1,0,0,0,1,0,"$50  AND $100"
111,40.76315,-73.98711,1,1,1,1,1,0,0,1,0,">  $100"
81,40.76463,-73.98772,1,1,1,1,1,1,0,1,0,">  $100"
61,40.76398,-73.82426,12,1,1,2,0,0,0,1,0,"$30  AND $50"
73,40.58421,-73.97104,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.80515,-73.95651,21,2,1,1,0,0,0,1,0,"$50  AND $100"
24,40.6766,-73.99855,29,1,1,1,0,0,0,1,0,">  $100"
10,40.69569,-73.94792,1,1,2,2,0,0,1,0,0,">  $100"
75,40.73392,-73.95203,1,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.82049,-73.95268,1,1,1,1,0,1,0,1,0,"$30  AND $50"
168,40.79118,-73.97091,23,1,1,1,0,0,1,0,0,">  $100"
136,40.7457799999999,-73.89328,29,1,1,1,0,0,0,1,0,"$30  AND $50"
69,40.73943,-73.98532,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.74001,-73.87629,29,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.68442,-73.92441,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.7052599999999,-73.92446,1,1,1,1,0,0,0,1,0,">  $100"
18,40.68427,-73.9546,1,1,1,1,0,1,0,1,0,"$30  AND $50"
18,40.71144,-73.95576,1,1,2,2,1,1,1,0,0,">  $100"
136,40.7540599999999,-73.80156,21,1,1,1,1,1,1,0,0,">  $100"
58,40.64434,-73.9504,21,2,1,4,0,1,0,0,1,"$30  AND $50"
80,40.81339,-73.9361699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
164,40.72154,-74.00664,1,1,1,1,0,0,0,1,0,">  $100"
136,40.7866,-73.82207,21,1.5,1,1,1,1,0,1,0,"$50  AND $100"
111,40.74661,-73.97195,17,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.82335,-73.94939,1,1,1,2,1,1,1,0,0,">  $100"
67,40.69472,-73.89663,21,1,1,1,1,1,0,1,0,"$30  AND $50"
167,40.78136,-73.94709,1,1,1,1,0,0,0,1,0,"$50  AND $100"
58,40.65719,-73.95421,1,1,1,1,0,0,0,1,0,">  $100"
101,40.76655,-73.9891,1,1,1,2,0,1,1,0,0,">  $100"
101,40.7996599999999,-73.96059,1,2,1,1,0,0,0,1,0,"$50  AND $100"
101,40.79971,-73.96075,1,2,1,1,0,0,0,1,0,"$50  AND $100"
18,40.7273099999999,-73.95482,1,1,1,1,1,0,0,1,0,"$50  AND $100"
101,40.79891,-73.9611599999999,1,2,1,1,0,0,0,1,0,"$50  AND $100"
101,40.80008,-73.95926,1,1,1,1,0,0,0,1,0,"$50  AND $100"
168,40.79852,-73.96091,1,2,1,1,0,0,0,1,0,"$50  AND $100"
75,40.7372,-73.95299,1,1,1,1,0,1,0,1,0,">  $100"
10,40.68439,-73.93753,1,1.5,1,2,0,0,0,1,0,"$50  AND $100"
80,40.7882,-73.9405,23,1,2,1,0,0,0,1,0,"$50  AND $100"
136,40.7541299999999,-73.90204,21,1,2,2,0,1,1,0,0,">  $100"
185,40.74395,-73.89984,1,1,1,2,0,1,0,1,0,"$50  AND $100"
136,40.73858,-73.92555,21,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.79865,-73.93638,1,1,1,1,0,0,0,1,0,"$50  AND $100"
89,40.69102,-73.78438,21,1,1,1,0,0,0,1,0,"$50  AND $100"
89,40.72684,-73.74896,1,1,1,2,0,1,0,1,0,"$50  AND $100"
18,40.63581,-73.96977,21,1,1,2,1,1,0,1,0,"$30  AND $50"
22,40.69217,-73.90396,1,2,1,1,0,0,0,1,0,"$50  AND $100"
18,40.66779,-73.91676,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.70754,-73.94228,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.68489,-73.92087,29,1,2,2,0,0,1,0,0,">  $100"
101,40.80636,-73.9578,1,1,1,2,0,1,1,0,0,"$50  AND $100"
79,40.82656,-73.94648,1,1,3,3,0,1,1,0,0,">  $100"
18,40.70455,-73.92565,1,1,1,1,0,0,0,1,0,">  $100"
113,40.62583,-73.9623699999999,21,3,1,1,0,0,0,1,0,">  $100"
168,40.77388,-73.98798,1,2,2,2,0,0,1,0,0,">  $100"
87,40.86763,-73.92259,12,2,2,4,1,0,1,0,0,">  $100"
18,40.58737,-73.96882,1,1,1,1,0,0,0,0,1,"< $30"
28,40.71947,-73.99723,1,1,1,1,0,0,0,1,0,">  $100"
172,40.89702,-73.85723,1,2,3,3,0,1,1,0,0,">  $100"
18,40.69029,-73.91533,1,1,3,4,1,0,1,0,0,">  $100"
88,40.75712,-73.8874,21,1,2,4,1,1,1,0,0,"$50  AND $100"
111,40.76243,-73.98621,1,1,1,1,0,0,0,1,0,">  $100"
18,40.65246,-73.96046,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.71839,-73.99729,1,1,1,1,0,0,1,0,0,">  $100"
101,40.73935,-73.98025,12,1,2,3,0,0,1,0,0,">  $100"
101,40.83488,-73.94452,1,1,1,2,0,0,0,1,0,"$50  AND $100"
10,40.69043,-73.9558699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.68875,-73.9516,17,1,2,3,0,0,1,0,0,">  $100"
101,40.80393,-73.9574,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.67941,-73.99118,1,1,1,1,0,0,1,0,0,">  $100"
136,40.7716099999999,-73.92063,12,1,1,4,0,1,1,0,0,">  $100"
101,40.80902,-73.9418599999999,1,1,1,1,0,0,1,0,0,">  $100"
168,40.80042,-73.9614699999999,1,2,1,1,0,0,0,1,0,"$50  AND $100"
168,40.7990099999999,-73.96135,1,2,1,1,0,0,0,1,0,"$50  AND $100"
88,40.74774,-73.88653,12,1,1,1,0,1,1,0,0,">  $100"
89,40.69289,-73.81079,1,1,1,1,0,0,0,1,0,">  $100"
119,40.74657,-73.97685,1,1,1,2,0,0,1,0,0,">  $100"
136,40.7489,-73.87549,1,1,1,2,0,1,0,1,0,"$30  AND $50"
79,40.82272,-73.95478,1,2,1,1,0,1,0,1,0,"$50  AND $100"
112,40.74797,-73.98271,1,1,2,3,0,0,1,0,0,">  $100"
101,40.8165,-73.94438,12,1,1,1,1,0,0,1,0,"$50  AND $100"
155,40.7414099999999,-73.92688,1,1,1,1,0,0,0,1,0,"$30  AND $50"
173,40.84669,-73.94028,3,1,1,1,0,1,0,1,0,"$50  AND $100"
168,40.79967,-73.96109,1,2,1,1,0,0,0,1,0,">  $100"
18,40.70572,-73.94501,1,1,1,2,0,1,0,1,0,"$50  AND $100"
28,40.71918,-73.9953599999999,1,1,1,1,0,0,0,1,0,">  $100"
18,40.70053,-73.92314,23,1,2,2,1,0,0,1,0,">  $100"
10,40.68735,-73.93118,1,1,1,1,0,0,0,1,0,"$50  AND $100"
58,40.64222,-73.95067,21,3,4,7,0,0,1,0,0,">  $100"
79,40.82065,-73.95483,1,1,1,1,1,1,0,1,0,"$30  AND $50"
101,40.75947,-73.9919599999999,1,1,1,1,0,0,0,1,0,">  $100"
18,40.67767,-73.91784,1,1.5,1,2,0,1,0,1,0,"$50  AND $100"
10,40.68272,-73.92555,1,2,1,1,1,1,1,0,0,">  $100"
136,40.74588,-73.83284,21,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.73028,-74.00015,1,1,1,1,1,0,1,0,0,">  $100"
12,40.61487,-74.00666,21,1,1,3,0,1,0,1,0,"$50  AND $100"
155,40.73708,-73.92634,21,1.5,1,1,1,0,0,1,0,"$30  AND $50"
52,40.72764,-73.9906,23,2,1,1,0,0,0,1,0,"$50  AND $100"
52,40.72689,-73.98906,1,2,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71045,-73.93826,1,1,1,1,0,0,0,1,0,"$50  AND $100"
94,40.73957,-73.98006,1,1,1,1,0,0,0,1,0,">  $100"
81,40.76164,-73.9944,1,1,1,3,0,0,1,0,0,">  $100"
27,40.74324,-73.99705,1,1,1,1,0,0,1,0,0,">  $100"
181,40.70771,-73.94627,1,1,1,1,0,0,0,1,0,"$50  AND $100"
181,40.71516,-73.94934,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.69434,-73.97099,1,1,2,3,1,0,1,0,0,">  $100"
18,40.67212,-73.86991,21,1,2,2,1,1,1,0,0,">  $100"
136,40.76399,-73.92581,1,1,1,1,1,1,0,1,0,"$30  AND $50"
140,40.69924,-73.90191,1,1,1,1,0,0,0,1,0,"$30  AND $50"
27,40.75173,-73.99869,1,1,1,1,0,0,1,0,0,"$50  AND $100"
111,40.76522,-73.98779,1,1,1,2,0,0,1,0,0,">  $100"
157,40.8154,-73.81551,1,1,1,2,0,0,1,0,0,"$50  AND $100"
18,40.68683,-73.93825,1,1.5,2,2,0,0,1,0,0,">  $100"
112,40.74915,-73.9761,1,1,3,4,0,1,1,0,0,">  $100"
92,40.88316,-73.90586,21,1,1,1,1,1,0,1,0,">  $100"
10,40.6911599999999,-73.95444,1,1,1,1,0,0,1,0,0,">  $100"
101,40.70752,-74.01046,1,1,1,2,0,0,1,0,0,">  $100"
57,40.70587,-74.01092,1,2,3,4,0,0,1,0,0,">  $100"
101,40.7919599999999,-73.95048,1,1,1,1,0,1,0,1,0,"$50  AND $100"
136,40.74259,-73.91193,29,1,1,1,1,1,0,1,0,"$50  AND $100"
173,40.85355,-73.9323199999999,1,1,1,1,0,0,1,0,0,">  $100"
57,40.70789,-74.01229,1,1,1,2,0,0,1,0,0,">  $100"
101,40.7074,-74.01175,1,1,1,2,0,0,1,0,0,">  $100"
57,40.7065,-74.01171,1,2,2,3,0,0,1,0,0,">  $100"
57,40.70642,-74.01045,1,1,2,3,0,0,1,0,0,">  $100"
57,40.7065599999999,-74.01092,1,1,1,2,0,0,1,0,0,">  $100"
101,40.70569,-74.01077,1,1,1,2,0,0,1,0,0,">  $100"
57,40.70583,-74.01089,1,1,1,2,0,0,1,0,0,">  $100"
154,40.60525,-74.06745,1,2,2,2,0,1,1,0,0,">  $100"
57,40.70702,-74.01087,1,1,1,2,0,0,1,0,0,">  $100"
57,40.70595,-74.0118,1,1,1,2,0,0,1,0,0,">  $100"
185,40.74554,-73.89831,1,1,1,1,0,0,0,1,0,">  $100"
101,40.70654,-74.01091,1,1,1,2,0,0,1,0,0,">  $100"
10,40.68529,-73.94028,1,1,3,3,0,1,1,0,0,">  $100"
182,40.65302,-73.97357,12,1,1,1,0,0,0,1,0,"$30  AND $50"
57,40.7062,-74.01092,1,1,1,2,0,0,1,0,0,">  $100"
18,40.71989,-73.9581,1,1,1,1,0,0,1,0,0,"$50  AND $100"
18,40.6923,-73.9328,1,1,3,3,0,0,1,0,0,">  $100"
91,40.73907,-73.82943,21,1.5,1,2,0,1,0,1,0,"$50  AND $100"
18,40.7079,-73.94608,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.665,-73.95362,1,1,1,1,0,0,1,0,0,"$50  AND $100"
147,40.83099,-73.8695099999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
10,40.68272,-73.9303,21,2.5,3,2,1,1,1,0,0,">  $100"
101,40.72716,-73.9783,12,1,2,3,0,0,1,0,0,">  $100"
142,40.76218,-73.9489699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
185,40.74609,-73.90632,1,1,1,1,1,1,0,1,0,"$30  AND $50"
18,40.71297,-73.95139,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.77405,-73.9623,1,1,1,2,0,0,1,0,0,">  $100"
18,40.71751,-73.94474,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.68129,-73.94251,21,1.5,2,2,1,1,1,0,0,">  $100"
18,40.71208,-73.9512599999999,12,1,1,1,0,0,0,1,0,"$50  AND $100"
42,40.66854,-73.95857,1,1,1,1,0,1,1,0,0,"$50  AND $100"
80,40.8052099999999,-73.95137,29,1,1,1,0,1,0,1,0,">  $100"
18,40.65814,-73.9588,29,1,1,2,0,0,0,1,0,">  $100"
58,40.65447,-73.9616,1,1,1,1,0,0,0,1,0,"$50  AND $100"
140,40.70833,-73.91039,1,1,1,1,0,0,0,1,0,"$50  AND $100"
119,40.7493,-73.97376,1,1.5,1,1,0,0,1,0,0,">  $100"
18,40.62955,-74.02429,1,1,2,2,0,0,0,1,0,"$30  AND $50"
181,40.71415,-73.93857,1,1,1,1,0,0,1,0,0,"$50  AND $100"
81,40.76099,-73.99554,1,1,1,2,0,0,1,0,0,">  $100"
136,40.70892,-73.89502,1,2,1,1,0,1,0,1,0,"$30  AND $50"
136,40.70906,-73.89511,1,2,1,1,0,1,0,1,0,"$30  AND $50"
80,40.8080099999999,-73.94011,21,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.80511,-73.95824,1,1,1,1,0,0,0,1,0,">  $100"
101,40.77422,-73.97778,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.64929,-73.92685,21,1,1,1,1,0,0,1,0,"$30  AND $50"
18,40.65015,-73.92803,21,1,1,2,1,0,0,1,0,"$30  AND $50"
52,40.72498,-73.97604,12,1,1,1,0,0,0,1,0,"$50  AND $100"
157,40.8149,-73.81545,21,1,1,1,0,1,1,0,0,">  $100"
101,40.72186,-73.99696,1,1,1,1,0,0,1,0,0,">  $100"
18,40.68632,-73.8779199999999,1,2,3,5,1,1,1,0,0,">  $100"
157,40.81894,-73.91418,1,1,1,1,0,1,0,1,0,"$30  AND $50"
136,40.76514,-73.91212,1,1,1,2,0,0,0,1,0,"$50  AND $100"
136,40.76472,-73.91358,1,1,1,2,0,0,0,1,0,"$50  AND $100"
10,40.68461,-73.95203,1,1,1,2,0,0,1,0,0,">  $100"
1,40.72888,-73.98109,1,1,2,2,1,1,1,0,0,">  $100"
89,40.67355,-73.7834,21,1,1,1,0,1,0,1,0,"$50  AND $100"
168,40.7897,-73.97909,1,2,3,5,0,0,1,0,0,">  $100"
18,40.66757,-73.9948699999999,12,1,2,2,1,1,1,0,0,">  $100"
56,40.74482,-73.89256,21,1,1,1,0,0,0,1,0,"$30  AND $50"
