"neighbourhood","latitude","longitude","property_type","bathrooms","bedrooms","beds","host_is_superhost","parking","room_type_Entire home/apt","room_type_Private room","room_type_Shared room","Target"
18,40.72927,-73.95707,1,1,2,2,1,0,1,0,0,">  $100"
101,40.7777,-73.98796,1,1,1,1,0,0,1,0,0,">  $100"
79,40.82622,-73.9498,1,1,1,1,0,1,0,1,0,"$50  AND $100"
79,40.82605,-73.94783,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.6949599999999,-73.93088,1,2,1,1,0,0,0,1,0,"$30  AND $50"
80,40.80649,-73.95565,1,1,1,2,0,0,0,1,0,"$50  AND $100"
181,40.71723,-73.96285,1,1,1,2,0,0,0,1,0,"$50  AND $100"
101,40.74085,-73.98153,1,2,1,1,0,0,0,1,0,"$50  AND $100"
10,40.68482,-73.95666,1,1,1,1,0,0,1,0,0,">  $100"
18,40.68678,-73.9513,1,1,1,1,0,0,1,0,0,"$50  AND $100"
181,40.70608,-73.9433,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.73366,-73.98313,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.70732,-73.95259,1,1,2,2,0,0,1,0,0,">  $100"
101,40.7226099999999,-73.99333,1,1,1,2,0,0,0,1,0,"$50  AND $100"
181,40.71332,-73.95291,1,1,1,1,0,0,1,0,0,">  $100"
181,40.7089099999999,-73.94161,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.73764,-73.9819,1,1,2,2,0,0,1,0,0,">  $100"
58,40.65036,-73.96306,1,1,1,1,0,1,0,1,0,"$50  AND $100"
167,40.77673,-73.95078,1,1,1,1,0,0,0,1,0,"$50  AND $100"
52,40.72682,-73.97845,1,1,2,2,0,0,1,0,0,">  $100"
22,40.70192,-73.92928,1,1,1,1,0,0,0,1,0,"$30  AND $50"
112,40.75737,-73.96916,1,1,1,1,0,0,0,1,0,"$50  AND $100"
100,40.71612,-73.99121,1,1,2,3,0,0,1,0,0,">  $100"
80,40.82034,-73.94345,1,1,1,1,0,0,0,1,0,">  $100"
168,40.79452,-73.97065,1,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.80772,-73.951,1,3.5,3,3,0,0,1,0,0,">  $100"
101,40.72962,-73.9893199999999,1,1,1,2,1,1,0,1,0,"$50  AND $100"
98,40.7432,-73.95565,1,1,1,1,0,0,1,0,0,">  $100"
79,40.82929,-73.9418199999999,1,1,1,1,0,0,0,1,0,"< $30"
101,40.794,-73.97632,1,1,1,1,0,0,1,0,0,"$50  AND $100"
136,40.76254,-73.91415,1,1,1,1,1,1,0,1,0,"$50  AND $100"
101,40.82112,-73.94962,1,1,1,2,0,1,1,0,0,">  $100"
18,40.67552,-73.96041,1,1,2,2,0,1,1,0,0,">  $100"
18,40.70889,-73.94113,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.7446599999999,-73.99504,1,1,1,1,0,0,1,0,0,">  $100"
80,40.81208,-73.95097,1,1,2,2,0,0,1,0,0,">  $100"
18,40.68973,-73.96073,1,1.5,1,1,0,0,0,1,0,"$50  AND $100"
18,40.6862,-73.9542,1,1,1,1,0,1,1,0,0,"$50  AND $100"
101,40.80193,-73.97038,1,1,2,4,0,1,1,0,0,">  $100"
101,40.71813,-73.99231,1,1,1,2,0,0,1,0,0,">  $100"
80,40.81835,-73.94138,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.70189,-73.92872,1,1,1,1,0,0,0,1,0,"$50  AND $100"
168,40.80299,-73.96465,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.77756,-73.94859,1,1,1,1,1,1,0,1,0,">  $100"
101,40.76769,-73.99405,1,1,1,1,0,0,0,1,0,">  $100"
136,40.75203,-73.9361,1,1,1,1,0,1,0,1,0,"$50  AND $100"
81,40.75563,-73.9974199999999,1,1,1,1,0,0,0,1,0,">  $100"
101,40.7438,-73.9781,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.67215,-73.94281,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.7386599999999,-74.00537,1,1,1,1,0,0,1,0,0,">  $100"
18,40.7125599999999,-73.95695,1,1,1,1,1,1,0,1,0,"$30  AND $50"
18,40.6799,-73.9641599999999,18,1.5,2,3,1,0,1,0,0,">  $100"
18,40.69589,-73.9323199999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.67034,-73.95848,1,1,1,1,0,0,0,1,0,"$50  AND $100"
145,40.5994,-73.9594099999999,1,1,1,1,0,0,0,1,0,">  $100"
113,40.62713,-73.95221,21,1,1,2,0,0,0,1,0,">  $100"
18,40.73604,-73.95415,1,1,1,1,0,0,1,0,0,">  $100"
1,40.72338,-73.98239,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.67309,-73.96354,1,1,1,1,0,0,1,0,0,"$50  AND $100"
136,40.77679,-73.9212,23,1,2,3,0,1,1,0,0,">  $100"
158,40.57215,-73.8582199999999,1,2,4,4,0,1,1,0,0,">  $100"
100,40.72014,-73.98498,1,1,1,1,0,0,0,1,0,"$50  AND $100"
182,40.6575799999999,-73.97801,1,1,2,3,1,1,1,0,0,">  $100"
101,40.79387,-73.97136,1,1,1,2,0,0,1,0,0,">  $100"
101,40.72644,-73.98403,1,1,1,1,0,0,1,0,0,">  $100"
101,40.72811,-73.98453,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.68547,-73.78924,1,1,1,1,0,1,0,1,0,"$50  AND $100"
5,40.70803,-74.01735,1,2,2,1,0,0,1,0,0,">  $100"
101,40.80591,-73.95525,1,1,1,1,0,0,0,1,0,"$50  AND $100"
81,40.75946,-73.99083,1,1,1,1,0,0,0,1,0,"$50  AND $100"
181,40.71608,-73.9596699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
14,40.68665,-73.9922,1,1,1,1,0,0,1,0,0,">  $100"
18,40.6935099999999,-73.94011,1,2,2,2,0,1,1,0,0,">  $100"
101,40.8508,-73.94004,1,1,2,2,0,0,1,0,0,">  $100"
18,40.69551,-73.95075,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.72446,-73.94008,1,1,2,2,0,1,1,0,0,"$50  AND $100"
101,40.71382,-73.99769,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.68405,-73.96681,1,1,1,1,0,0,0,1,0,"$50  AND $100"
98,40.74229,-73.95427,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.81469,-73.94887,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.67517,-73.94421,1,1,1,2,0,0,0,1,0,"$30  AND $50"
42,40.66983,-73.9533199999999,1,1,2,2,0,0,1,0,0,">  $100"
158,40.59029,-73.79032,21,1,1,2,0,1,1,0,0,">  $100"
86,40.81387,-73.88797,21,1,1,1,0,1,0,1,0,"$30  AND $50"
18,40.68229,-73.99369,1,1,1,2,0,0,1,0,0,">  $100"
18,40.71278,-73.96292,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.7149,-73.95588,1,1,1,1,0,0,1,0,0,">  $100"
27,40.74212,-73.99828,1,2,1,1,0,0,0,1,0,">  $100"
101,40.74313,-73.99844,1,1,2,2,0,0,1,0,0,">  $100"
10,40.6831,-73.94962,1,1,1,1,0,0,1,0,0,"$50  AND $100"
181,40.71264,-73.94622,1,1,1,1,0,0,1,0,0,">  $100"
27,40.7414799999999,-74.00048,1,1,1,1,0,0,1,0,0,">  $100"
18,40.7046799999999,-73.91935,1,1,1,1,1,0,0,1,0,"$30  AND $50"
18,40.70619,-73.9191,1,1,1,1,1,0,0,1,0,"$30  AND $50"
18,40.70153,-73.93064,1,1,2,2,0,1,1,0,0,">  $100"
58,40.65474,-73.95448,1,1,1,2,0,0,1,0,0,"$50  AND $100"
136,40.74462,-73.95521,1,1,1,1,0,0,1,0,0,"$50  AND $100"
101,40.77059,-73.9568599999999,1,1,2,2,0,0,1,0,0,">  $100"
101,40.8326099999999,-73.94328,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.71225,-73.96246,1,1,1,1,0,0,1,0,0,">  $100"
101,40.78086,-73.95029,1,1,1,1,0,0,1,0,0,">  $100"
101,40.74111,-73.97959,1,2,1,1,0,0,0,1,0,"$50  AND $100"
101,40.7744099999999,-73.95692,1,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.80689,-73.94784,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.80379,-73.96571,1,1,1,2,0,0,0,1,0,"$50  AND $100"
79,40.83107,-73.9486,1,1,1,1,0,1,0,1,0,"$50  AND $100"
155,40.74447,-73.9254699999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
10,40.68237,-73.95257,1,1,1,1,0,1,1,0,0,"$50  AND $100"
112,40.74926,-73.98201,1,1,1,2,0,0,1,0,0,">  $100"
10,40.6958799999999,-73.93944,23,1,1,1,0,0,1,0,0,">  $100"
181,40.71086,-73.96088,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.72113,-73.99465,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.70955,-73.95678,1,1,1,1,0,1,1,0,0,">  $100"
101,40.7246,-73.98953,1,2,3,4,0,0,1,0,0,">  $100"
18,40.67986,-73.9945,1,1,1,1,0,0,0,1,0,"$50  AND $100"
75,40.72555,-73.94846,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.71987,-73.99436,1,1,1,1,0,0,1,0,0,">  $100"
101,40.75709,-73.96972,1,1,2,2,0,0,1,0,0,">  $100"
168,40.80021,-73.96634,1,1,2,2,0,0,1,0,0,">  $100"
94,40.74086,-73.9803,1,1,1,2,0,0,1,0,0,"$50  AND $100"
80,40.80009,-73.95313,1,1,1,1,0,0,1,0,0,">  $100"
181,40.7167,-73.95272,1,1,2,2,0,0,1,0,0,">  $100"
101,40.74321,-73.98474,1,1,1,1,0,1,1,0,0,">  $100"
18,40.61391,-73.99128,21,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.777,-73.97708,1,1,1,1,0,1,0,1,0,">  $100"
181,40.71139,-73.94176,1,1,1,1,0,1,1,0,0,">  $100"
101,40.71846,-73.9867199999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.70978,-73.95143,1,1,2,2,0,0,1,0,0,">  $100"
18,40.67308,-73.96336,1,1,1,1,0,0,1,0,0,">  $100"
95,40.65508,-73.95689,1,1,1,1,0,0,0,1,0,"$50  AND $100"
81,40.76328,-73.99347,1,1,1,1,0,0,0,1,0,">  $100"
18,40.71122,-73.95663,1,1,1,2,0,0,1,0,0,">  $100"
18,40.70098,-73.92674,1,3,1,1,0,0,0,1,0,"$30  AND $50"
101,40.7695,-73.95115,1,1,1,3,0,0,0,1,0,"$50  AND $100"
18,40.6911799999999,-73.95928,1,1,2,2,0,0,1,0,0,">  $100"
101,40.72521,-74.00213,1,1,1,1,0,0,1,0,0,">  $100"
42,40.67702,-73.959,1,1,1,1,0,0,1,0,0,">  $100"
101,40.7110599999999,-73.99576,1,1,1,1,0,0,1,0,0,">  $100"
95,40.6602,-73.96246,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.68129,-73.99426,1,1,1,1,0,0,1,0,0,">  $100"
18,40.70649,-73.92954,1,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.72775,-73.9863,1,1,1,1,0,1,0,1,0,"$50  AND $100"
80,40.82036,-73.94219,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.63519,-74.02634,1,1,2,2,0,0,1,0,0,">  $100"
140,40.71111,-73.91689,1,1,1,1,0,0,0,1,0,"$50  AND $100"
135,40.67603,-73.96941,1,1,2,1,0,0,1,0,0,">  $100"
10,40.6842599999999,-73.95669,1,1,1,2,0,0,1,0,0,"$50  AND $100"
101,40.75091,-73.99414,1,1,1,1,0,0,0,0,1,">  $100"
18,40.68817,-73.96852,1,1,1,1,0,1,1,0,0,">  $100"
27,40.74904,-74.00164,1,1,2,2,0,1,1,0,0,">  $100"
18,40.71067,-73.96005,1,1,1,1,1,1,0,1,0,"$50  AND $100"
185,40.74583,-73.90059,1,1,2,3,0,0,1,0,0,">  $100"
18,40.62022,-73.95622,1,1,1,1,0,0,1,0,0,"$50  AND $100"
32,40.69485,-73.96254,1,1,1,1,0,0,1,0,0,">  $100"
155,40.74667,-73.92361,1,1,1,1,0,0,1,0,0,">  $100"
101,40.7322099999999,-74.00928,29,2,2,2,1,0,1,0,0,">  $100"
18,40.73219,-73.95776,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.7369999999999,-73.99576,1,1,3,3,0,0,1,0,0,">  $100"
46,40.68973,-73.98563,1,1,1,1,0,0,0,1,0,"$50  AND $100"
181,40.71693,-73.9447699999999,1,1,1,1,0,0,1,0,0,">  $100"
18,40.72569,-73.95179,1,1,1,1,0,0,0,1,0,"$50  AND $100"
181,40.71062,-73.95274,1,1,1,1,0,1,1,0,0,">  $100"
22,40.7001099999999,-73.92119,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.80115,-73.96043,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.68667,-73.9676,1,1,1,1,0,1,1,0,0,">  $100"
95,40.65603,-73.95798,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.69715,-73.92865,1,1,2,1,0,0,1,0,0,"$50  AND $100"
181,40.70803,-73.94868,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.63774,-73.93714,21,1,1,1,0,0,0,1,0,">  $100"
101,40.75513,-73.96446,1,1,1,1,0,0,1,0,0,">  $100"
181,40.71982,-73.94409,1,1.5,1,1,0,1,0,1,0,"$30  AND $50"
101,40.80557,-73.94618,1,1.5,1,1,0,0,0,1,0,"$30  AND $50"
167,40.77343,-73.95651,1,1,1,1,0,0,1,0,0,">  $100"
18,40.68274,-74.00433,1,1,1,1,0,0,1,0,0,">  $100"
101,40.75932,-73.96396,1,1,1,3,0,0,1,0,0,">  $100"
101,40.72873,-73.98399,1,1,1,1,0,0,1,0,0,">  $100"
18,40.7078799999999,-73.9426,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.81993,-73.94704,1,1,1,1,0,0,0,1,0,"$30  AND $50"
168,40.8026599999999,-73.96465,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.73845,-73.9795,1,1,1,1,0,0,1,0,0,">  $100"
10,40.68499,-73.93918,1,1,1,1,0,1,1,0,0,">  $100"
111,40.76205,-73.9845,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.6804099999999,-73.9297199999999,1,1.5,2,2,0,0,1,0,0,">  $100"
101,40.78143,-73.98638,1,1,1,1,0,0,1,0,0,">  $100"
10,40.6795,-73.90899,1,1,1,1,0,0,0,1,0,">  $100"
101,40.70517,-74.01142,1,1,1,2,0,0,1,0,0,">  $100"
80,40.80679,-73.94408,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.66766,-73.98257,1,1,1,1,0,0,1,0,0,">  $100"
181,40.70939,-73.95155,1,1,1,1,0,0,0,1,0,"$50  AND $100"
100,40.71358,-73.98456,1,1,3,3,0,1,1,0,0,">  $100"
101,40.7095599999999,-74.01605,1,1,1,1,0,1,1,0,0,">  $100"
18,40.68742,-73.92198,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.71349,-73.98473,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71697,-73.95919,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.75535,-73.9139699999999,1,1,1,3,0,1,1,0,0,">  $100"
90,40.64277,-73.9794699999999,1,1,1,1,0,0,1,0,0,"$50  AND $100"
101,40.7134299999999,-73.9953199999999,1,2,1,1,0,0,0,1,0,"$50  AND $100"
18,40.70128,-73.92666,1,1,1,1,0,0,0,1,0,"$30  AND $50"
142,40.76641,-73.94561,1,1,1,1,0,0,0,0,1,"$30  AND $50"
181,40.71519,-73.96174,1,1,2,2,1,1,1,0,0,">  $100"
42,40.6682,-73.94927,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71321,-73.94099,1,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.82488,-73.9447199999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.74693,-73.90146,1,1,1,1,0,0,0,1,0,">  $100"
101,40.72095,-74.00918,1,1,3,3,0,0,1,0,0,">  $100"
181,40.71387,-73.95697,1,2,2,2,0,0,1,0,0,">  $100"
18,40.70015,-73.92693,1,1,1,2,0,0,0,1,0,"$30  AND $50"
101,40.75383,-73.9953599999999,23,1.5,2,2,0,0,1,0,0,">  $100"
52,40.72057,-73.97997,1,1,1,1,0,0,1,0,0,">  $100"
100,40.71868,-73.99036,1,1,2,3,0,0,1,0,0,">  $100"
101,40.85415,-73.93108,1,1,1,1,0,0,0,1,0,"$30  AND $50"
10,40.68167,-73.92525,21,1.5,1,1,0,0,0,1,0,"$50  AND $100"
18,40.64125,-73.9763,12,1,1,1,0,0,0,1,0,"$50  AND $100"
154,40.60926,-74.10092,21,3.5,4,4,0,1,1,0,0,">  $100"
22,40.70299,-73.92648,1,1.5,1,1,0,0,0,1,0,"$30  AND $50"
3,40.76599,-73.9177699999999,1,1,1,1,0,1,0,1,0,"$50  AND $100"
136,40.70995,-73.90959,1,1,2,2,0,0,1,0,0,">  $100"
167,40.77001,-73.95691,1,1,1,1,0,0,0,1,0,">  $100"
81,40.76039,-73.99002,1,1,2,1,0,0,0,1,0,"$50  AND $100"
80,40.81959,-73.9379,1,1,1,1,0,1,0,1,0,"$50  AND $100"
181,40.7124,-73.96259,1,1,2,2,0,1,1,0,0,">  $100"
167,40.7648299999999,-73.95801,1,1,1,2,0,1,1,0,0,">  $100"
181,40.7086599999999,-73.94116,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.69902,-73.9310199999999,1,1,1,3,0,0,0,0,1,"$30  AND $50"
168,40.79061,-73.97335,1,1,1,1,0,0,1,0,0,">  $100"
3,40.75653,-73.93268,1,1,1,1,0,1,0,1,0,">  $100"
168,40.80285,-73.9657,1,1,1,1,0,0,0,1,0,"$50  AND $100"
111,40.74716,-73.9760699999999,1,1,2,2,0,0,1,0,0,">  $100"
111,40.76859,-73.9872,1,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.80311,-73.94858,1,1,1,1,0,1,0,1,0,"$50  AND $100"
22,40.70054,-73.91185,1,1,2,2,1,1,1,0,0,"$50  AND $100"
1,40.72137,-73.9778599999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.69067,-73.92643,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71495,-73.96321,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.74501,-73.99725,1,1,1,1,0,1,1,0,0,">  $100"
18,40.72403,-73.94306,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.71602,-73.94645,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.77915,-73.97794,1,1,1,1,0,0,0,1,0,">  $100"
101,40.74268,-73.98401,1,1,1,1,0,0,1,0,0,">  $100"
52,40.72625,-73.98173,1,1,1,1,0,0,1,0,0,">  $100"
101,40.8484,-73.93972,1,1,1,1,0,1,0,1,0,"$50  AND $100"
81,40.76041,-73.9949599999999,12,1,1,3,0,0,1,0,0,">  $100"
181,40.7119299999999,-73.94266,1,1,1,1,0,0,0,1,0,"$50  AND $100"
22,40.7034,-73.9296,1,1,1,1,0,0,0,1,0,"$30  AND $50"
81,40.75711,-73.99665,1,1,2,2,0,0,1,0,0,">  $100"
101,40.71978,-73.98424,1,1,1,1,0,0,1,0,0,">  $100"
18,40.6956099999999,-73.969,1,1,1,1,0,0,1,0,0,">  $100"
18,40.68942,-73.9287,1,2,2,2,0,1,1,0,0,">  $100"
101,40.71707,-73.9906599999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.76799,-73.91234,1,1,1,1,0,0,0,1,0,">  $100"
101,40.72116,-73.99124,1,1,2,2,0,0,1,0,0,">  $100"
101,40.78385,-73.97466,12,1.5,1,1,0,1,1,0,0,">  $100"
27,40.73983,-74.00102,1,1,1,1,0,1,1,0,0,">  $100"
181,40.70727,-73.94025,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.68053,-74.0038699999999,1,1,1,1,0,0,1,0,0,">  $100"
52,40.72767,-73.9845199999999,1,1,2,2,0,0,1,0,0,">  $100"
101,40.81646,-73.9369,1,1,1,1,0,0,1,0,0,">  $100"
18,40.69856,-73.93087,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.64291,-73.97928,1,1,1,1,0,0,1,0,0,"$50  AND $100"
18,40.71383,-73.95273,1,1,1,1,0,0,1,0,0,">  $100"
167,40.7818,-73.9512199999999,1,1,1,1,0,0,1,0,0,">  $100"
3,40.7657,-73.92469,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.72361,-73.94123,1,2,2,2,0,0,1,0,0,">  $100"
136,40.65918,-73.83038,1,1,1,1,0,0,0,1,0,"$30  AND $50"
75,40.7324799999999,-73.95237,1,1,2,1,0,0,1,0,0,">  $100"
75,40.73464,-73.95413,1,1,1,1,1,1,0,1,0,"$50  AND $100"
101,40.81951,-73.93715,1,1,1,1,0,0,1,0,0,">  $100"
18,40.72564,-73.94885,1,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.80458,-73.94888,21,1,1,1,0,0,0,1,0,">  $100"
164,40.72075,-74.0098199999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.7148,-73.99248,1,1,1,1,0,0,1,0,0,">  $100"
101,40.73008,-74.0005,1,1,1,2,0,0,1,0,0,">  $100"
136,40.74921,-73.9037,1,1,1,1,0,0,0,1,0,"$30  AND $50"
181,40.71764,-73.95689,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.6778599999999,-73.97412,1,1,1,1,0,0,0,1,0,">  $100"
22,40.69784,-73.9284,1,1,1,1,0,0,0,1,0,"$30  AND $50"
128,40.67858,-73.9790199999999,1,2,3,3,0,0,1,0,0,">  $100"
101,40.84957,-73.93959,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.7118599999999,-73.95098,1,1,1,1,0,0,1,0,0,">  $100"
101,40.77065,-73.95205,1,1,1,1,0,0,0,1,0,">  $100"
18,40.67017,-73.94852,21,2,5,5,1,1,1,0,0,">  $100"
94,40.74262,-73.98063,1,2,2,3,0,0,1,0,0,">  $100"
101,40.72979,-73.98905,1,1,1,2,0,0,1,0,0,">  $100"
42,40.67589,-73.95196,1,1,1,1,0,0,0,1,0,"$50  AND $100"
181,40.70828,-73.94572,1,1,1,1,0,0,0,1,0,">  $100"
101,40.72976,-73.98245,1,1,1,1,0,0,1,0,0,">  $100"
18,40.68222,-73.95284,1,1,1,1,0,0,1,0,0,">  $100"
136,40.75167,-73.89171,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.72714,-73.95088,1,1,2,2,0,0,1,0,0,">  $100"
101,40.78322,-73.97435,1,1,1,2,0,0,1,0,0,">  $100"
18,40.69492,-73.94485,1,2,1,1,0,0,0,1,0,"< $30"
22,40.68697,-73.91592,1,1.5,1,1,0,0,0,1,0,">  $100"
181,40.71151,-73.96665,1,1,1,1,0,0,0,1,0,">  $100"
157,40.82424,-73.9131599999999,1,1,1,1,0,0,1,0,0,">  $100"
81,40.7636599999999,-73.98849,1,1,1,1,0,0,1,0,0,">  $100"
101,40.73842,-73.98008,1,1,1,1,0,0,0,0,1,"$50  AND $100"
136,40.77442,-73.91465,21,1,2,1,0,0,0,1,0,"$50  AND $100"
173,40.85845,-73.9286099999999,1,1,1,1,0,0,1,0,0,">  $100"
136,40.77114,-73.90968,21,1,1,1,1,0,0,1,0,"$30  AND $50"
111,40.7599,-73.9854199999999,1,1.5,1,1,0,0,0,1,0,">  $100"
101,40.74509,-73.98268,1,1,1,2,0,0,1,0,0,">  $100"
3,40.76512,-73.9243099999999,1,1,1,1,0,1,1,0,0,">  $100"
168,40.79494,-73.96545,1,1,1,1,0,0,1,0,0,">  $100"
168,40.8005,-73.96211,1,1,1,1,0,0,0,1,0,">  $100"
101,40.73406,-74.00963,29,2,2,2,0,0,1,0,0,">  $100"
18,40.7069599999999,-73.94349,1,1.5,1,1,0,0,0,1,0,"$50  AND $100"
101,40.80093,-73.96308,1,1,1,1,0,0,0,1,0,">  $100"
58,40.65315,-73.95538,1,1,1,1,0,0,0,1,0,"$50  AND $100"
100,40.71569,-73.99174,1,1,1,2,0,0,1,0,0,">  $100"
101,40.77812,-73.9806699999999,1,1.5,2,3,0,0,1,0,0,">  $100"
101,40.7404299999999,-73.99913,1,1,1,1,0,0,1,0,0,">  $100"
101,40.76127,-73.95815,1,1,2,3,0,0,1,0,0,">  $100"
157,40.86711,-73.89525,1,1,1,1,0,0,0,1,0,"$50  AND $100"
75,40.72604,-73.95536,23,1,1,1,0,0,0,1,0,"$30  AND $50"
173,40.84478,-73.9413199999999,1,1,2,2,0,0,1,0,0,">  $100"
18,40.67553,-73.94195,12,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.75417,-73.97279,1,1,1,1,0,0,0,1,0,">  $100"
80,40.81057,-73.94565,1,1,1,1,0,0,1,0,0,"$50  AND $100"
22,40.70438,-73.9211699999999,1,1.5,1,1,0,1,0,1,0,">  $100"
101,40.71292,-73.98496,1,1,1,2,0,0,1,0,0,">  $100"
18,40.72311,-73.93819,23,1,1,3,0,1,1,0,0,">  $100"
101,40.79221,-73.96588,1,1,1,1,0,0,1,0,0,">  $100"
128,40.67129,-73.98277,1,1,1,1,0,0,1,0,0,">  $100"
75,40.73072,-73.95416,23,1,1,1,1,0,1,0,0,">  $100"
181,40.70953,-73.92657,1,1,1,1,0,0,0,1,0,"$30  AND $50"
58,40.65783,-73.9567,21,1,1,1,0,0,0,1,0,"$50  AND $100"
128,40.67603,-73.98239,1,1,1,1,0,0,0,1,0,"$30  AND $50"
114,40.80596,-73.96471,1,1,2,2,0,0,1,0,0,">  $100"
101,40.72797,-73.97787,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.70544,-73.91993,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.69846,-73.91202,1,1,1,1,0,0,0,1,0,"$30  AND $50"
1,40.72179,-73.97951,1,1,2,2,0,0,1,0,0,">  $100"
18,40.73262,-73.95209,1,1,2,2,0,0,1,0,0,"$50  AND $100"
101,40.79207,-73.94196,1,1,1,1,1,1,0,1,0,"$50  AND $100"
101,40.7422599999999,-73.99608,1,1,1,2,0,0,1,0,0,">  $100"
181,40.71282,-73.95537,1,1,1,2,0,0,1,0,0,">  $100"
18,40.69349,-73.9474599999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
168,40.80356,-73.9698,1,1,1,2,0,0,1,0,0,"$50  AND $100"
58,40.6553,-73.9607,1,1,1,1,0,1,0,1,0,"$50  AND $100"
135,40.67985,-73.96454,1,1.5,1,1,0,0,0,1,0,"$30  AND $50"
1,40.72143,-73.97824,1,1,1,1,0,0,1,0,0,">  $100"
101,40.80101,-73.96076,1,1.5,1,1,0,0,0,1,0,"$50  AND $100"
18,40.6871299999999,-73.96226,1,1,1,1,0,0,0,0,1,"$50  AND $100"
27,40.74044,-74.00326,1,1,1,1,0,0,1,0,0,">  $100"
18,40.69402,-73.97274,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.66864,-73.99484,1,1.5,1,1,0,0,0,1,0,">  $100"
27,40.74569,-73.99183,1,1,1,2,0,0,1,0,0,">  $100"
101,40.78172,-73.97825,1,1,1,1,0,0,1,0,0,">  $100"
18,40.70862,-73.95432,1,1,1,1,0,1,1,0,0,">  $100"
101,40.72477,-73.98836,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.68654,-73.95044,1,1,1,1,0,0,0,1,0,"$30  AND $50"
